source_type,title,category,subcategory,reference,price,price_min,price_max,currency,unit,dimensions,tile_m2,city,supplier,in_stock,description,listing_url,scraped_at,price_norm,price_min_norm,price_max_norm
blog_article,dt pour un modèle électrique (200l),estimation_construction,,,2600.0,1500.0,3700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1500.0 – 3700.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.00359951858689465,0.00028276621949110004,0.012754535536009116
blog_article,Le prix d’un chauffe-eau en Tunisie varie,estimation_construction,,,875.0,250.0,1500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 1500.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.001210457577893776,4.697050610626011e-05,0.005168297248126544
blog_article,Le prix chauffage & Eau chaude en Tunisie varie,estimation_construction,,,875.0,250.0,1500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 1500.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.001210457577893776,4.697050610626011e-05,0.005168297248126544
blog_article,Prix chauffe-eau instantané Tunis,estimation_construction,,,160430.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau instantané Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.469395,0.22218821368869635,,
blog_article,Prix chauffe-eau solaire Tunis,estimation_construction,,,5075.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau solaire Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.469395,0.007027301773721991,,
blog_article,Prix chauffe-eau gaz à accumulation Tunis,estimation_construction,,,1515.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau gaz à accumulation Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.469395,0.0020968338363056946,,
blog_article,Prix chauffe-eau à gaz Tunis,estimation_construction,,,1120.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau à gaz Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.468386,0.0015497734893170887,,
blog_article,Prix chauffe-eau thermodynamique Tunis,estimation_construction,,,2650.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau thermodynamique Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.468386,0.003668766732083081,,
blog_article,Prix chauffe-eau électrique Tunis,estimation_construction,,,878.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix chauffe-eau électrique Tunis,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.468386,0.001214612466605082,,
blog_article,Convecteurs,estimation_construction,,,220.0,40.0,400.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/devis-chauffage-electrique-tunis/,2026-04-05 09:36:30.772606,0.00030330687592532835,7.356826257607005e-06,0.0013751781041852588
blog_article,"ère générale, le prix de l’évacuation de la terre coute entre 16dt et 57dt par m3 enlevé et de l’évacuation des gravats",estimation_construction,,,33.5,22.0,45.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 22.0 – 45.0 DT/unité,https://www.sm-devis.tn/cout-installation-terrassement-tunisie/,2026-04-05 09:36:03.480446,4.5011294372480235e-05,3.961367984865311e-06,0.00015103510773148025
blog_article,". De manière générale, le prix de l’évacuation de la terre coute",estimation_construction,,,36.5,16.0,57.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 16.0 – 57.0 DT/unité,https://www.sm-devis.tn/cout-installation-terrassement-tunisie/,2026-04-05 09:36:03.480446,4.91661830837861e-05,2.8295485606180792e-06,0.00019241458930174883
blog_article,Prix chauffe-eau solaire Tunis,estimation_construction,,,5075.0,1450.0,8700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1450.0 – 8700.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.475840,0.007027301773721991,0.0002733343909557064,0.029995986190287684
blog_article,Le coût d’un terrassement peut varier,estimation_construction,,,75.0,60.0,90.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 60.0 – 90.0 DT/unité,https://www.sm-devis.tn/cout-installation-terrassement-tunisie/,2026-04-05 09:36:03.479444,0.00010248725487887806,1.1129557671764444e-05,0.0003062081636199874
blog_article,"ider, voici un exemple d’aménagement de combles perdus de 40 à 60 m2 au sol entre jambettes, avec des pentes de toiture",estimation_construction,,,40.0,35.0,45.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 35.0 – 45.0 DT/unité,https://www.sm-devis.tn/cout-installation-amenagement-de-combles-tunisie/,2026-04-05 09:34:55.850529,5.401355324697628e-05,6.413643404067646e-06,0.00015103510773148025
blog_article,"e la surface de votre logement. En fonction, la portée des détecteurs sera différente. Un modèle à large portée coûtera",estimation_construction,,,85.0,70.0,100.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 70.0 – 100.0 DT/unité,https://www.sm-devis.tn/prix-installation-alarme-incendie-tunisie/,2026-04-05 09:41:26.070391,0.0001163368839165643,1.3015923378843163e-05,0.00034069106492854454
blog_article,Radiateur électrique,estimation_construction,,,1015.0,30.0,2000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 30.0 – 2000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.149999,0.0014043523844213832,5.470460550528286e-06,0.006892442313554401
blog_article,Chauffage solaire,estimation_construction,,,9000.0,3000.0,15000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 3000.0 – 15000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.012463281171013835,0.0005657210755529079,0.05172021401467868
blog_article,Pompe à chaleur,estimation_construction,,,12500.0,5000.0,20000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 5000.0 – 20000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.017310651334204015,0.0009429942169686518,0.06896166466895726
blog_article,Chauffage au bois,estimation_construction,,,11000.0,2000.0,20000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2000.0 – 20000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.01523320697855108,0.000377084504845036,0.06896166466895726
blog_article,Chauffage au fioul,estimation_construction,,,5750.0,3000.0,8500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 3000.0 – 8500.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.007962151733765811,0.0005657210755529079,0.02930632816411654
blog_article,Chauffage électrique,estimation_construction,,,3500.0,2000.0,5000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2000.0 – 5000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.00484598520028641,0.000377084504845036,0.017237312706121544
blog_article,Chauffage au gaz naturel,estimation_construction,,,6000.0,2000.0,10000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2000.0 – 10000.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,0.008308392459707967,0.000377084504845036,0.03447876336040011
blog_article,Chauffage mural,estimation_construction,,,60100.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Chauffage mural,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.142487,0.08323488555359045,,
blog_article,Plafond chauffant,estimation_construction,,,6090.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Plafond chauffant,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.008433039121047143,,
blog_article,Plancher chauffant à eau,estimation_construction,,,70110.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Plancher chauffant à eau,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.09709836422031436,,
blog_article,Plancher chauffant électrique,estimation_construction,,,4060.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Plancher chauffant électrique,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.005621564426396839,,
blog_article,Radiateur à eau,estimation_construction,,,301500.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Radiateur à eau,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.41756493052333593,,
blog_article,Radiateur électrique,estimation_construction,,,302000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Radiateur électrique,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.41825741197522026,,
blog_article,Chauffage solaire,estimation_construction,,,9000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Chauffage solaire | Très faible,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.012463281171013835,,
blog_article,Pompe à chaleur,estimation_construction,,,12500.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Pompe à chaleur | 52,50 € / MWh",https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.017310651334204015,,
blog_article,Chauffage au bois,estimation_construction,,,11000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Chauffage au bois | 55,30 € / MWh",https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.01523320697855108,,
blog_article,Chauffage au fioul,estimation_construction,,,5750.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Chauffage au fioul | 74,60 € / MWh",https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.007962151733765811,,
blog_article,Chauffage électrique,estimation_construction,,,3500.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Chauffage électrique | 158,90 € / MWh",https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.141486,0.00484598520028641,,
blog_article,Chauffage au gaz naturel,estimation_construction,,,6000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Chauffage au gaz naturel | 69,60 € / MWh",https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.140488,0.008308392459707967,,
blog_article,"de bricolage. Si vous souhaitez vous équiper d’un système plus élaboré et complet, prévoyez un budget plus conséquent",estimation_construction,,,600.0,200.0,1000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 200.0 – 1000.0 DT/unité,https://www.sm-devis.tn/prix-installation-alarme-incendie-tunisie/,2026-04-05 09:41:26.070391,0.0008295927793574049,3.753867757086651e-05,0.003444152182698687
blog_article,Veuillez entrer uniquement 2 chiffres * Exemple,estimation_construction,,,12.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Veuillez entrer uniquement 2 chiffres * Exemple: 12 Cette boîte est pour la protection contre le spam - Veuillez laisser en blanc :,http://www.sm-devis.tn/demandez-un-devis-gratuitement/,2026-04-05 09:33:48.810076,1.5234591941454847e-05,,
blog_article,Moins d'un mois,estimation_construction,,,2.0,1.0,3.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1.0 – 3.0 DT/unité,http://www.sm-devis.tn/demandez-un-devis-gratuitement/,2026-04-05 09:33:48.815170,1.3849629037686226e-06,0.0,6.206922235540285e-06
blog_article,Entre 1 et 3 mois,estimation_construction,,,4.5,3.0,6.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 3.0 – 6.0 DT/unité,http://www.sm-devis.tn/demandez-un-devis-gratuitement/,2026-04-05 09:33:48.815170,4.847370163190179e-06,3.772731414157439e-07,1.6551792628107427e-05
blog_article,"est assez similaire à celui de l’aluminium mais supérieur à celui du PVC. Pour un sas d’entrée en bois, il faut compter",estimation_construction,,,1.12,1.0,1.25,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1.0 – 1.25 DT/unité,https://www.sm-devis.tn/cout-installation-sas-dentree-tunisie/,2026-04-05 09:35:55.027747,1.6619554845223485e-07,0.0,1.7241450654278587e-07
blog_article,"ndre, divisé par 2 ou par 3 en comparaison d’une véranda. a fourchette des prix pour des sas d’entrée standards s’élève",estimation_construction,,,6000.0,4000.0,8000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 4000.0 – 8000.0 DT/unité,https://www.sm-devis.tn/cout-installation-sas-dentree-tunisie/,2026-04-05 09:35:55.026745,0.008308392459707967,0.0007543576462607799,0.027582183098688685
blog_article,• L’hygrométrie doit être comprise,estimation_construction,,,50.0,40.0,60.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 40.0 – 60.0 DT/unité,https://www.sm-devis.tn/cout-installation-pose-dun-parquet-tunisie/,2026-04-05 09:35:43.382746,6.78631822846625e-05,7.356826257607005e-06,0.00020275945969431598
blog_article,prix d’un nettoyage de façade de maison Tunisie  est compris,estimation_construction,,,60.0,30.0,90.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 30.0 – 90.0 DT/unité,https://www.sm-devis.tn/cout-installation-nettoyage-de-facade-tunisie/,2026-04-05 09:35:33.244115,8.171281132234873e-05,5.470460550528286e-06,0.0003062081636199874
blog_article,"Sablage, ponçage, peeling ou nébulisation",estimation_construction,,,40.0,30.0,90.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Sablage, ponçage, peeling ou nébulisation",https://www.sm-devis.tn/cout-installation-nettoyage-de-facade-tunisie/,2026-04-05 09:35:33.241558,5.401355324697628e-05,5.470460550528286e-06,0.0003062081636199874
blog_article,Nettoyage par haute pression,estimation_construction,,,28.0,15.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,Nettoyage par haute pression,https://www.sm-devis.tn/cout-installation-nettoyage-de-facade-tunisie/,2026-04-05 09:35:33.241558,3.739399840175281e-05,2.640911989910207e-06,0.00016827655838575883
blog_article,"Pour du premier prix (fauteuil simple pour escalier droit), le tarif oscille",estimation_construction,,,3000.0,2500.0,3500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2500.0 – 3500.0 DT/unité,https://www.sm-devis.tn/cout-installation-monte-escalier-tunisie/,2026-04-05 09:35:32.270131,0.004153503748402099,0.00047140279019897195,0.012064877509837972
blog_article,"lent facilement dans un immeuble existant, consomment peu d’énergie et demandent peu d’entretien (leur durée de vie est",estimation_construction,,,22.5,20.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 25.0 DT/unité,https://www.sm-devis.tn/cout-installation-ascenseur-tunisie/,2026-04-05 09:35:03.792555,2.9776702431025385e-05,3.5840948434495667e-06,8.2069305114366e-05
blog_article,--Séléctionnez--ImmédiatMoins d'un mois,estimation_construction,,,2.0,1.0,3.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1.0 – 3.0 DT/unité,https://www.sm-devis.tn/category/devis-assurance-de-multirisque-tunisie/,2026-04-05 09:34:35.614488,1.3849629037686226e-06,0.0,6.206922235540285e-06
blog_article,--Séléctionnez--ImmédiatMoins d'un moisEntre 1 et 3 mois,estimation_construction,,,4.5,3.0,6.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 3.0 – 6.0 DT/unité,https://www.sm-devis.tn/category/devis-assurance-de-multirisque-tunisie/,2026-04-05 09:34:35.614488,4.847370163190179e-06,3.772731414157439e-07,1.6551792628107427e-05
blog_article,--Séléctionnez--ImmédiatMoins d'un moisEntre 1 et 3 moisEntre 3 et 6 mois,estimation_construction,,,9.0,6.0,12.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 6.0 – 12.0 DT/unité,https://www.sm-devis.tn/category/devis-assurance-de-multirisque-tunisie/,2026-04-05 09:34:35.614488,1.107970323014898e-05,9.431828535393596e-07,3.7241533413241716e-05
blog_article,-----------Par versement libreUne somme uniqueIndifférentDurée désirée de votre épargne ? *-------------Entre 0 et 4 ans,estimation_construction,,,6.0,4.0,8.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 4.0 – 8.0 DT/unité,https://www.sm-devis.tn/category/devis-assurance-de-multirisque-tunisie/,2026-04-05 09:34:35.614488,6.9248145188431126e-06,5.659097121236158e-07,2.3448372889818856e-05
blog_article,varie,estimation_construction,,,125.0,50.0,200.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 50.0 – 200.0 DT/m,https://www.sm-devis.tn/cout-creation-de-jardin-et-despaces-verts-tunisie/,2026-04-05 09:34:47.442455,0.0001717354000673092,9.243191964685726e-06,0.000685520078014116
blog_article,varie,estimation_construction,,,1025.0,50.0,2000.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 50.0 – 2000.0 DT/m,https://www.sm-devis.tn/cout-installation-amenagement-bureaux-tunisie/,2026-04-05 09:34:53.850421,0.0014182020134590695,9.243191964685726e-06,0.006892442313554401
blog_article,"Le plus économique, la formule Prêt-à-construire (en kit)",estimation_construction,,,15500.0,13000.0,18000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 13000.0 – 18000.0 DT/unité,https://www.sm-devis.tn/cout-installation-amenagement-de-combles-tunisie/,2026-04-05 09:34:55.848531,0.021465540045509882,0.0024520867826316275,0.06206508440724582
blog_article,Formule Prêt-à-finir,estimation_construction,,,27000.0,22000.0,32000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 22000.0 – 32000.0 DT/unité,https://www.sm-devis.tn/cout-installation-amenagement-de-combles-tunisie/,2026-04-05 09:34:55.848531,0.03739261343884904,0.004149815919002475,0.11034114623922582
blog_article,Formule Clé-en-main,estimation_construction,,,50000.0,40000.0,60000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 40000.0 – 60000.0 DT/unité,https://www.sm-devis.tn/cout-installation-amenagement-de-combles-tunisie/,2026-04-05 09:34:55.848531,0.06924676022552737,0.007545274191744169,0.20689326990318582
